START,START305.5, 236.5
305.5, 236
305.5, 236.5
306, 242
306, 250
304, 268
303.5, 288.5
302, 304
301.5, 327.5
301.5, 343
307.5, 418.5
307, 419
307.5, 418
307.5, 417.5
308, 418
309, 418
309.5, 418
310, 417
309, 418.5
304.5, 417
298.5, 411
293.5, 402
289, 391
283, 371.5
277, 358.5
274.5, 354
272.5, 352.5
267.5, 349.5
252, 348
229, 350.5
202.5, 356.5
184, 361
159.5, 367.5
144, 369.5
139.5, 369.5
137, 370
127, 362.5
119, 351.5
114.5, 337
116.5, 318
120.5, 298
121, 289.5
119.5, 285.5
118.5, 282.5
116.5, 279.5
114, 277.5
111.5, 275.5
107.5, 273
96, 270.5
87.5, 269
56, 288
56, 288
56, 287.5
56, 288
55.5, 290
54.5, 291.5
54.5, 293
55, 297
57, 298.5
59, 299
62, 300
63.5, 299.5
64.5, 298.5
67.5, 297
72.5, 285
74.5, 262.5
73, 244.5
70.5, 228.5
69, 212
67, 191
67, 186
67.5, 183.5
69, 183
67.5, 182
74.5, 177.5
90.5, 176.5
112.5, 180
128, 185.5
150.5, 190
157, 191
163.5, 188
168.5, 187.5
171.5, 184.5
174.5, 181
177, 174
179, 161.5
177, 154
129.5, 111
129.5, 111
129.5, 111
130, 110.5
131.5, 112.5
132, 112.5
132, 112
131.5, 113
131, 113
129.5, 113
129, 113
128.5, 113
126.5, 112
130.5, 111.5
139, 118
146.5, 126.5
153.5, 138
159, 152
166, 163.5
170, 169
172.5, 171
174, 171.5
183, 173.5
199, 169
210.5, 164
229, 153.5
238.5, 145
255.5, 131.5
269, 122.5
272.5, 120.5
274.5, 120
282, 120.5
293.5, 129
308.5, 145.5
318.5, 161
328, 176
342, 196.5
349, 204
357.5, 209
365.5, 212.5
370.5, 213
377.5, 213.5
389.5, 210
402.5, 203.5
411.5, 194
422, 178.5
430.5, 167
432.5, 163.5
432, 164.5
431.5, 164
431.5, 162.5
432.5, 162.5
437, 164
444.5, 169
458, 184
466.5, 198.5
477, 217.5
483, 229.5
490, 234
494.5, 238
497.5, 239.5
503, 241.5
506.5, 242
512, 242.5
516.5, 242
520, 241.5
523, 240.5
527.5, 239
532, 237
535.5, 234
539.5, 229
541.5, 227
542.5, 224
543, 220.5
542.5, 218.5
540, 214.5
529, 208.5
463.5, 209.5
463.5, 209.5
461.5, 209.5
456.5, 212.5
446, 216
428.5, 214.5
402, 208.5
385.5, 204
371, 200.5
355.5, 198
333, 198
312.5, 203
303.5, 208.5
299, 213.5
297, 219.5
-1.07374e+08, -1.07374e+08
-1.07374e+08, -1.07374e+08
-1.07374e+08, -1.07374e+08
-1.07374e+08, -1.07374e+08
